,Amper1,Amper2
3294,"('เจาะไอร้อง', 'นราธิวาส')","('เมืองนราธิวาส', 'นราธิวาส')"
3295,"('เจาะไอร้อง', 'นราธิวาส')","('ตากใบ', 'นราธิวาส')"
3296,"('ป่าโมก', 'อ่างทอง')","('บางปะหัน', 'พระนครศรีอยุธยา')"
3297,"('ป่าโมก', 'อ่างทอง')","('ผักไห่', 'พระนครศรีอยุธยา')"
3298,"('ป่าโมก', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')"
3299,"('ป่าโมก', 'อ่างทอง')","('บางบาล', 'พระนครศรีอยุธยา')"
3300,"('ป่าโมก', 'อ่างทอง')","('มหาราช', 'พระนครศรีอยุธยา')"
3301,"('ป่าโมก', 'อ่างทอง')","('เมืองอ่างทอง', 'อ่างทอง')"
3302,"('โพธิ์ทอง', 'อ่างทอง')","('แสวงหา', 'อ่างทอง')"
3303,"('โพธิ์ทอง', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')"
3304,"('โพธิ์ทอง', 'อ่างทอง')","('สามโก้', 'อ่างทอง')"
3305,"('โพธิ์ทอง', 'อ่างทอง')","('ท่าวุ้ง', 'ลพบุรี')"
3306,"('โพธิ์ทอง', 'อ่างทอง')","('พรหมบุรี', 'สิงห์บุรี')"
3307,"('โพธิ์ทอง', 'อ่างทอง')","('เมืองอ่างทอง', 'อ่างทอง')"
3308,"('โพธิ์ทอง', 'อ่างทอง')","('ไชโย', 'อ่างทอง')"
3309,"('โพธิ์ทอง', 'อ่างทอง')","('ท่าช้าง', 'สิงห์บุรี')"
3310,"('โพธิ์ทอง', 'อ่างทอง')","('เดิมบางนางบวช', 'สุพรรณบุรี')"
3311,"('โพธิ์ทอง', 'อ่างทอง')","('ศรีประจันต์', 'สุพรรณบุรี')"
3312,"('โพธิ์ทอง', 'อ่างทอง')","('สามชุก', 'สุพรรณบุรี')"
3313,"('แสวงหา', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')"
3314,"('แสวงหา', 'อ่างทอง')","('ค่ายบางระจัน', 'สิงห์บุรี')"
3315,"('แสวงหา', 'อ่างทอง')","('ท่าช้าง', 'สิงห์บุรี')"
3316,"('แสวงหา', 'อ่างทอง')","('เดิมบางนางบวช', 'สุพรรณบุรี')"
3317,"('แสวงหา', 'อ่างทอง')","('ศรีประจันต์', 'สุพรรณบุรี')"
3318,"('แสวงหา', 'อ่างทอง')","('สามชุก', 'สุพรรณบุรี')"
3319,"('วิเศษชัยชาญ', 'อ่างทอง')","('ผักไห่', 'พระนครศรีอยุธยา')"
3320,"('วิเศษชัยชาญ', 'อ่างทอง')","('ป่าโมก', 'อ่างทอง')"
3321,"('วิเศษชัยชาญ', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')"
3322,"('วิเศษชัยชาญ', 'อ่างทอง')","('สามโก้', 'อ่างทอง')"
3323,"('วิเศษชัยชาญ', 'อ่างทอง')","('เมืองอ่างทอง', 'อ่างทอง')"
3324,"('วิเศษชัยชาญ', 'อ่างทอง')","('ไชโย', 'อ่างทอง')"
3325,"('วิเศษชัยชาญ', 'อ่างทอง')","('เมืองสุพรรณบุรี', 'สุพรรณบุรี')"
3326,"('วิเศษชัยชาญ', 'อ่างทอง')","('ศรีประจันต์', 'สุพรรณบุรี')"
3327,"('สามโก้', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')"
3328,"('สามโก้', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')"
3329,"('สามโก้', 'อ่างทอง')","('เมืองสุพรรณบุรี', 'สุพรรณบุรี')"
3330,"('สามโก้', 'อ่างทอง')","('ศรีประจันต์', 'สุพรรณบุรี')"
3331,"('เมืองอ่างทอง', 'อ่างทอง')","('บางปะหัน', 'พระนครศรีอยุธยา')"
3332,"('เมืองอ่างทอง', 'อ่างทอง')","('ผักไห่', 'พระนครศรีอยุธยา')"
3333,"('เมืองอ่างทอง', 'อ่างทอง')","('ป่าโมก', 'อ่างทอง')"
3334,"('เมืองอ่างทอง', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')"
3335,"('เมืองอ่างทอง', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')"
3336,"('เมืองอ่างทอง', 'อ่างทอง')","('เมืองลพบุรี', 'ลพบุรี')"
3337,"('เมืองอ่างทอง', 'อ่างทอง')","('มหาราช', 'พระนครศรีอยุธยา')"
3338,"('เมืองอ่างทอง', 'อ่างทอง')","('บ้านแพรก', 'พระนครศรีอยุธยา')"
3339,"('เมืองอ่างทอง', 'อ่างทอง')","('ไชโย', 'อ่างทอง')"
3340,"('ไชโย', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')"
3341,"('ไชโย', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')"
3342,"('ไชโย', 'อ่างทอง')","('เมืองลพบุรี', 'ลพบุรี')"
3343,"('ไชโย', 'อ่างทอง')","('ท่าวุ้ง', 'ลพบุรี')"
3344,"('ไชโย', 'อ่างทอง')","('พรหมบุรี', 'สิงห์บุรี')"
3345,"('ไชโย', 'อ่างทอง')","('มหาราช', 'พระนครศรีอยุธยา')"
3346,"('ไชโย', 'อ่างทอง')","('บ้านแพรก', 'พระนครศรีอยุธยา')"
3347,"('ไชโย', 'อ่างทอง')","('เมืองอ่างทอง', 'อ่างทอง')"
3348,"('ไชโย', 'อ่างทอง')","('ท่าช้าง', 'สิงห์บุรี')"
3349,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('เขื่องใน', 'อุบลราชธานี')"
3350,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('ม่วงสามสิบ', 'อุบลราชธานี')"
3351,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('วารินชำราบ', 'อุบลราชธานี')"
3352,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('ตาลสุม', 'อุบลราชธานี')"
3353,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('ดอนมดแดง', 'อุบลราชธานี')"
3354,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('สว่างวีระวงศ์', 'อุบลราชธานี')"
3355,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('กันทรารมย์', 'ศรีสะเกษ')"
3356,"('เมืองอุบลราชธานี', 'อุบลราชธานี')","('เหล่าเสือโก้ก', 'อุบลราชธานี')"
3357,"('ศรีเมืองใหม่', 'อุบลราชธานี')","('โขงเจียม', 'อุบลราชธานี')"
3358,"('ศรีเมืองใหม่', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3359,"('ศรีเมืองใหม่', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3360,"('ศรีเมืองใหม่', 'อุบลราชธานี')","('ตาลสุม', 'อุบลราชธานี')"
3361,"('ศรีเมืองใหม่', 'อุบลราชธานี')","('โพธิ์ไทร', 'อุบลราชธานี')"
3362,"('โขงเจียม', 'อุบลราชธานี')","('ศรีเมืองใหม่', 'อุบลราชธานี')"
3363,"('โขงเจียม', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3364,"('โขงเจียม', 'อุบลราชธานี')","('โพธิ์ไทร', 'อุบลราชธานี')"
3365,"('โขงเจียม', 'อุบลราชธานี')","('สิรินธร', 'อุบลราชธานี')"
3366,"('เขื่องใน', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3367,"('เขื่องใน', 'อุบลราชธานี')","('ม่วงสามสิบ', 'อุบลราชธานี')"
3368,"('เขื่องใน', 'อุบลราชธานี')","('วารินชำราบ', 'อุบลราชธานี')"
3369,"('เขื่องใน', 'อุบลราชธานี')","('ยางชุมน้อย', 'ศรีสะเกษ')"
3370,"('เขื่องใน', 'อุบลราชธานี')","('กันทรารมย์', 'ศรีสะเกษ')"
3371,"('เขื่องใน', 'อุบลราชธานี')","('คำเขื่อนแก้ว', 'ยโสธร')"
3372,"('เขื่องใน', 'อุบลราชธานี')","('มหาชนะชัย', 'ยโสธร')"
3373,"('เขื่องใน', 'อุบลราชธานี')","('ค้อวัง', 'ยโสธร')"
3374,"('เขื่องใน', 'อุบลราชธานี')","('หัวตะพาน', 'อำนาจเจริญ')"
3375,"('เขมราฐ', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3376,"('เขมราฐ', 'อุบลราชธานี')","('กุดข้าวปุ้น', 'อุบลราชธานี')"
3377,"('เขมราฐ', 'อุบลราชธานี')","('โพธิ์ไทร', 'อุบลราชธานี')"
3378,"('เขมราฐ', 'อุบลราชธานี')","('นาตาล', 'อุบลราชธานี')"
3379,"('เขมราฐ', 'อุบลราชธานี')","('ชานุมาน', 'อำนาจเจริญ')"
3380,"('เขมราฐ', 'อุบลราชธานี')","('ปทุมราชวงศา', 'อำนาจเจริญ')"
3381,"('เดชอุดม', 'อุบลราชธานี')","('เบญจลักษ์', 'ศรีสะเกษ')"
3382,"('เดชอุดม', 'อุบลราชธานี')","('นาจะหลวย', 'อุบลราชธานี')"
3383,"('เดชอุดม', 'อุบลราชธานี')","('น้ำยืน', 'อุบลราชธานี')"
3384,"('เดชอุดม', 'อุบลราชธานี')","('บุณฑริก', 'อุบลราชธานี')"
3385,"('เดชอุดม', 'อุบลราชธานี')","('วารินชำราบ', 'อุบลราชธานี')"
3386,"('เดชอุดม', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3387,"('เดชอุดม', 'อุบลราชธานี')","('สำโรง', 'อุบลราชธานี')"
3388,"('เดชอุดม', 'อุบลราชธานี')","('ทุ่งศรีอุดม', 'อุบลราชธานี')"
3389,"('เดชอุดม', 'อุบลราชธานี')","('นาเยีย', 'อุบลราชธานี')"
3390,"('เดชอุดม', 'อุบลราชธานี')","('น้ำขุ่น', 'อุบลราชธานี')"
3391,"('เดชอุดม', 'อุบลราชธานี')","('กันทรลักษ์', 'ศรีสะเกษ')"
3392,"('เดชอุดม', 'อุบลราชธานี')","('โนนคูณ', 'ศรีสะเกษ')"
3393,"('นาจะหลวย', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3394,"('นาจะหลวย', 'อุบลราชธานี')","('น้ำยืน', 'อุบลราชธานี')"
3395,"('นาจะหลวย', 'อุบลราชธานี')","('บุณฑริก', 'อุบลราชธานี')"
3396,"('น้ำยืน', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3397,"('น้ำยืน', 'อุบลราชธานี')","('นาจะหลวย', 'อุบลราชธานี')"
3398,"('น้ำยืน', 'อุบลราชธานี')","('ทุ่งศรีอุดม', 'อุบลราชธานี')"
3399,"('น้ำยืน', 'อุบลราชธานี')","('น้ำขุ่น', 'อุบลราชธานี')"
3400,"('น้ำยืน', 'อุบลราชธานี')","('กันทรลักษ์', 'ศรีสะเกษ')"
3401,"('บุณฑริก', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3402,"('บุณฑริก', 'อุบลราชธานี')","('นาจะหลวย', 'อุบลราชธานี')"
3403,"('บุณฑริก', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3404,"('บุณฑริก', 'อุบลราชธานี')","('สิรินธร', 'อุบลราชธานี')"
3405,"('ตระการพืชผล', 'อุบลราชธานี')","('ศรีเมืองใหม่', 'อุบลราชธานี')"
3406,"('ตระการพืชผล', 'อุบลราชธานี')","('เขมราฐ', 'อุบลราชธานี')"
3407,"('ตระการพืชผล', 'อุบลราชธานี')","('กุดข้าวปุ้น', 'อุบลราชธานี')"
3408,"('ตระการพืชผล', 'อุบลราชธานี')","('ม่วงสามสิบ', 'อุบลราชธานี')"
3409,"('ตระการพืชผล', 'อุบลราชธานี')","('ตาลสุม', 'อุบลราชธานี')"
3410,"('ตระการพืชผล', 'อุบลราชธานี')","('โพธิ์ไทร', 'อุบลราชธานี')"
3411,"('ตระการพืชผล', 'อุบลราชธานี')","('ดอนมดแดง', 'อุบลราชธานี')"
3412,"('ตระการพืชผล', 'อุบลราชธานี')","('เหล่าเสือโก้ก', 'อุบลราชธานี')"
3413,"('ตระการพืชผล', 'อุบลราชธานี')","('ปทุมราชวงศา', 'อำนาจเจริญ')"
3414,"('ตระการพืชผล', 'อุบลราชธานี')","('พนา', 'อำนาจเจริญ')"
3415,"('กุดข้าวปุ้น', 'อุบลราชธานี')","('เขมราฐ', 'อุบลราชธานี')"
3416,"('กุดข้าวปุ้น', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3417,"('กุดข้าวปุ้น', 'อุบลราชธานี')","('โพธิ์ไทร', 'อุบลราชธานี')"
3418,"('กุดข้าวปุ้น', 'อุบลราชธานี')","('นาตาล', 'อุบลราชธานี')"
3419,"('กุดข้าวปุ้น', 'อุบลราชธานี')","('ปทุมราชวงศา', 'อำนาจเจริญ')"
3420,"('กุดข้าวปุ้น', 'อุบลราชธานี')","('พนา', 'อำนาจเจริญ')"
3421,"('ม่วงสามสิบ', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3422,"('ม่วงสามสิบ', 'อุบลราชธานี')","('เขื่องใน', 'อุบลราชธานี')"
3423,"('ม่วงสามสิบ', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3424,"('ม่วงสามสิบ', 'อุบลราชธานี')","('เหล่าเสือโก้ก', 'อุบลราชธานี')"
3425,"('ม่วงสามสิบ', 'อุบลราชธานี')","('พนา', 'อำนาจเจริญ')"
3426,"('ม่วงสามสิบ', 'อุบลราชธานี')","('หัวตะพาน', 'อำนาจเจริญ')"
3427,"('ม่วงสามสิบ', 'อุบลราชธานี')","('ลืออำนาจ', 'อำนาจเจริญ')"
3428,"('วารินชำราบ', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3429,"('วารินชำราบ', 'อุบลราชธานี')","('เขื่องใน', 'อุบลราชธานี')"
3430,"('วารินชำราบ', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3431,"('วารินชำราบ', 'อุบลราชธานี')","('สำโรง', 'อุบลราชธานี')"
3432,"('วารินชำราบ', 'อุบลราชธานี')","('นาเยีย', 'อุบลราชธานี')"
3433,"('วารินชำราบ', 'อุบลราชธานี')","('สว่างวีระวงศ์', 'อุบลราชธานี')"
3434,"('วารินชำราบ', 'อุบลราชธานี')","('กันทรารมย์', 'ศรีสะเกษ')"
3435,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('ศรีเมืองใหม่', 'อุบลราชธานี')"
3436,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('โขงเจียม', 'อุบลราชธานี')"
3437,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3438,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('บุณฑริก', 'อุบลราชธานี')"
3439,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('ตาลสุม', 'อุบลราชธานี')"
3440,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('ดอนมดแดง', 'อุบลราชธานี')"
3441,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('สิรินธร', 'อุบลราชธานี')"
3442,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('นาเยีย', 'อุบลราชธานี')"
3443,"('พิบูลมังสาหาร', 'อุบลราชธานี')","('สว่างวีระวงศ์', 'อุบลราชธานี')"
3444,"('ตาลสุม', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3445,"('ตาลสุม', 'อุบลราชธานี')","('ศรีเมืองใหม่', 'อุบลราชธานี')"
3446,"('ตาลสุม', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3447,"('ตาลสุม', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3448,"('ตาลสุม', 'อุบลราชธานี')","('ดอนมดแดง', 'อุบลราชธานี')"
3449,"('ตาลสุม', 'อุบลราชธานี')","('สว่างวีระวงศ์', 'อุบลราชธานี')"
3450,"('โพธิ์ไทร', 'อุบลราชธานี')","('ศรีเมืองใหม่', 'อุบลราชธานี')"
3451,"('โพธิ์ไทร', 'อุบลราชธานี')","('โขงเจียม', 'อุบลราชธานี')"
3452,"('โพธิ์ไทร', 'อุบลราชธานี')","('เขมราฐ', 'อุบลราชธานี')"
3453,"('โพธิ์ไทร', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3454,"('โพธิ์ไทร', 'อุบลราชธานี')","('กุดข้าวปุ้น', 'อุบลราชธานี')"
3455,"('โพธิ์ไทร', 'อุบลราชธานี')","('นาตาล', 'อุบลราชธานี')"
3456,"('สำโรง', 'อุบลราชธานี')","('เบญจลักษ์', 'ศรีสะเกษ')"
3457,"('สำโรง', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3458,"('สำโรง', 'อุบลราชธานี')","('วารินชำราบ', 'อุบลราชธานี')"
3459,"('สำโรง', 'อุบลราชธานี')","('ทุ่งศรีอุดม', 'อุบลราชธานี')"
3460,"('สำโรง', 'อุบลราชธานี')","('กันทรารมย์', 'ศรีสะเกษ')"
3461,"('สำโรง', 'อุบลราชธานี')","('โนนคูณ', 'ศรีสะเกษ')"
3462,"('ดอนมดแดง', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3463,"('ดอนมดแดง', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3464,"('ดอนมดแดง', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3465,"('ดอนมดแดง', 'อุบลราชธานี')","('ตาลสุม', 'อุบลราชธานี')"
3466,"('ดอนมดแดง', 'อุบลราชธานี')","('สว่างวีระวงศ์', 'อุบลราชธานี')"
3467,"('ดอนมดแดง', 'อุบลราชธานี')","('เหล่าเสือโก้ก', 'อุบลราชธานี')"
3468,"('สิรินธร', 'อุบลราชธานี')","('โขงเจียม', 'อุบลราชธานี')"
3469,"('สิรินธร', 'อุบลราชธานี')","('บุณฑริก', 'อุบลราชธานี')"
3470,"('สิรินธร', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3471,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('เบญจลักษ์', 'ศรีสะเกษ')"
3472,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3473,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('น้ำยืน', 'อุบลราชธานี')"
3474,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('สำโรง', 'อุบลราชธานี')"
3475,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('น้ำขุ่น', 'อุบลราชธานี')"
3476,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('กันทรลักษ์', 'ศรีสะเกษ')"
3477,"('ทุ่งศรีอุดม', 'อุบลราชธานี')","('โนนคูณ', 'ศรีสะเกษ')"
3478,"('นาเยีย', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3479,"('นาเยีย', 'อุบลราชธานี')","('วารินชำราบ', 'อุบลราชธานี')"
3480,"('นาเยีย', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3481,"('นาเยีย', 'อุบลราชธานี')","('สว่างวีระวงศ์', 'อุบลราชธานี')"
3482,"('สว่างวีระวงศ์', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3483,"('สว่างวีระวงศ์', 'อุบลราชธานี')","('วารินชำราบ', 'อุบลราชธานี')"
3484,"('สว่างวีระวงศ์', 'อุบลราชธานี')","('พิบูลมังสาหาร', 'อุบลราชธานี')"
3485,"('สว่างวีระวงศ์', 'อุบลราชธานี')","('ตาลสุม', 'อุบลราชธานี')"
3486,"('สว่างวีระวงศ์', 'อุบลราชธานี')","('ดอนมดแดง', 'อุบลราชธานี')"
3487,"('สว่างวีระวงศ์', 'อุบลราชธานี')","('นาเยีย', 'อุบลราชธานี')"
3488,"('น้ำขุ่น', 'อุบลราชธานี')","('เดชอุดม', 'อุบลราชธานี')"
3489,"('น้ำขุ่น', 'อุบลราชธานี')","('น้ำยืน', 'อุบลราชธานี')"
3490,"('น้ำขุ่น', 'อุบลราชธานี')","('ทุ่งศรีอุดม', 'อุบลราชธานี')"
3491,"('น้ำขุ่น', 'อุบลราชธานี')","('กันทรลักษ์', 'ศรีสะเกษ')"
3492,"('นาตาล', 'อุบลราชธานี')","('เขมราฐ', 'อุบลราชธานี')"
3493,"('นาตาล', 'อุบลราชธานี')","('กุดข้าวปุ้น', 'อุบลราชธานี')"
3494,"('นาตาล', 'อุบลราชธานี')","('โพธิ์ไทร', 'อุบลราชธานี')"
3495,"('เหล่าเสือโก้ก', 'อุบลราชธานี')","('เมืองอุบลราชธานี', 'อุบลราชธานี')"
3496,"('เหล่าเสือโก้ก', 'อุบลราชธานี')","('ตระการพืชผล', 'อุบลราชธานี')"
3497,"('เหล่าเสือโก้ก', 'อุบลราชธานี')","('ม่วงสามสิบ', 'อุบลราชธานี')"
3498,"('เหล่าเสือโก้ก', 'อุบลราชธานี')","('ดอนมดแดง', 'อุบลราชธานี')"
3499,"('เหล่าเสือโก้ก', 'อุบลราชธานี')","('พนา', 'อำนาจเจริญ')"
3500,"('นาแห้ว', 'เลย')","('นครไทย', 'พิษณุโลก')"
3501,"('นาแห้ว', 'เลย')","('ชาติตระการ', 'พิษณุโลก')"
3502,"('นาแห้ว', 'เลย')","('ด่านซ้าย', 'เลย')"
3503,"('ภูเรือ', 'เลย')","('ท่าลี่', 'เลย')"
3504,"('ภูเรือ', 'เลย')","('วังสะพุง', 'เลย')"
3505,"('ภูเรือ', 'เลย')","('เมืองเลย', 'เลย')"
3506,"('ภูเรือ', 'เลย')","('ด่านซ้าย', 'เลย')"
3507,"('ท่าลี่', 'เลย')","('ภูเรือ', 'เลย')"
3508,"('ท่าลี่', 'เลย')","('เมืองเลย', 'เลย')"
3509,"('ท่าลี่', 'เลย')","('เชียงคาน', 'เลย')"
3510,"('ท่าลี่', 'เลย')","('ด่านซ้าย', 'เลย')"
3511,"('วังสะพุง', 'เลย')","('หล่มเก่า', 'เพชรบูรณ์')"
3512,"('วังสะพุง', 'เลย')","('ภูเรือ', 'เลย')"
3513,"('วังสะพุง', 'เลย')","('ภูหลวง', 'เลย')"
3514,"('วังสะพุง', 'เลย')","('ผาขาว', 'เลย')"
3515,"('วังสะพุง', 'เลย')","('เอราวัณ', 'เลย')"
3516,"('วังสะพุง', 'เลย')","('หนองหิน', 'เลย')"
3517,"('วังสะพุง', 'เลย')","('เมืองเลย', 'เลย')"
3518,"('วังสะพุง', 'เลย')","('นาด้วง', 'เลย')"
3519,"('วังสะพุง', 'เลย')","('ด่านซ้าย', 'เลย')"
3520,"('ภูกระดึง', 'เลย')","('น้ำหนาว', 'เพชรบูรณ์')"
3521,"('ภูกระดึง', 'เลย')","('ศรีบุญเรือง', 'หนองบัวลำภู')"
3522,"('ภูกระดึง', 'เลย')","('ชุมแพ', 'ขอนแก่น')"
3523,"('ภูกระดึง', 'เลย')","('สีชมพู', 'ขอนแก่น')"
3524,"('ภูกระดึง', 'เลย')","('ภูผาม่าน', 'ขอนแก่น')"
3525,"('ภูกระดึง', 'เลย')","('ภูหลวง', 'เลย')"
3526,"('ภูกระดึง', 'เลย')","('ผาขาว', 'เลย')"
3527,"('ภูกระดึง', 'เลย')","('หนองหิน', 'เลย')"
3528,"('ภูหลวง', 'เลย')","('หล่มเก่า', 'เพชรบูรณ์')"
3529,"('ภูหลวง', 'เลย')","('น้ำหนาว', 'เพชรบูรณ์')"
3530,"('ภูหลวง', 'เลย')","('วังสะพุง', 'เลย')"
3531,"('ภูหลวง', 'เลย')","('ภูกระดึง', 'เลย')"
3532,"('ภูหลวง', 'เลย')","('หนองหิน', 'เลย')"
3533,"('ภูหลวง', 'เลย')","('ด่านซ้าย', 'เลย')"
3534,"('ผาขาว', 'เลย')","('ศรีบุญเรือง', 'หนองบัวลำภู')"
3535,"('ผาขาว', 'เลย')","('วังสะพุง', 'เลย')"
3536,"('ผาขาว', 'เลย')","('ภูกระดึง', 'เลย')"
3537,"('ผาขาว', 'เลย')","('เอราวัณ', 'เลย')"
3538,"('ผาขาว', 'เลย')","('หนองหิน', 'เลย')"
3539,"('เอราวัณ', 'เลย')","('นากลาง', 'หนองบัวลำภู')"
3540,"('เอราวัณ', 'เลย')","('ศรีบุญเรือง', 'หนองบัวลำภู')"
3541,"('เอราวัณ', 'เลย')","('นาวัง', 'หนองบัวลำภู')"
3542,"('เอราวัณ', 'เลย')","('วังสะพุง', 'เลย')"
3543,"('เอราวัณ', 'เลย')","('ผาขาว', 'เลย')"
3544,"('เอราวัณ', 'เลย')","('เมืองเลย', 'เลย')"
3545,"('เอราวัณ', 'เลย')","('นาด้วง', 'เลย')"
3546,"('หนองหิน', 'เลย')","('น้ำหนาว', 'เพชรบูรณ์')"
3547,"('หนองหิน', 'เลย')","('วังสะพุง', 'เลย')"
3548,"('หนองหิน', 'เลย')","('ภูกระดึง', 'เลย')"
3549,"('หนองหิน', 'เลย')","('ภูหลวง', 'เลย')"
3550,"('หนองหิน', 'เลย')","('ผาขาว', 'เลย')"
3551,"('เมืองเลย', 'เลย')","('ภูเรือ', 'เลย')"
3552,"('เมืองเลย', 'เลย')","('ท่าลี่', 'เลย')"
3553,"('เมืองเลย', 'เลย')","('วังสะพุง', 'เลย')"
3554,"('เมืองเลย', 'เลย')","('เอราวัณ', 'เลย')"
3555,"('เมืองเลย', 'เลย')","('นาด้วง', 'เลย')"
3556,"('เมืองเลย', 'เลย')","('เชียงคาน', 'เลย')"
3557,"('เมืองเลย', 'เลย')","('ปากชม', 'เลย')"
3558,"('นาด้วง', 'เลย')","('นากลาง', 'หนองบัวลำภู')"
3559,"('นาด้วง', 'เลย')","('สุวรรณคูหา', 'หนองบัวลำภู')"
3560,"('นาด้วง', 'เลย')","('นาวัง', 'หนองบัวลำภู')"
3561,"('นาด้วง', 'เลย')","('น้ำโสม', 'อุดรธานี')"
3562,"('นาด้วง', 'เลย')","('วังสะพุง', 'เลย')"
3563,"('นาด้วง', 'เลย')","('เอราวัณ', 'เลย')"
3564,"('นาด้วง', 'เลย')","('เมืองเลย', 'เลย')"
3565,"('นาด้วง', 'เลย')","('ปากชม', 'เลย')"
3566,"('เชียงคาน', 'เลย')","('ท่าลี่', 'เลย')"
3567,"('เชียงคาน', 'เลย')","('เมืองเลย', 'เลย')"
3568,"('เชียงคาน', 'เลย')","('ปากชม', 'เลย')"
3569,"('ปากชม', 'เลย')","('สุวรรณคูหา', 'หนองบัวลำภู')"
3570,"('ปากชม', 'เลย')","('น้ำโสม', 'อุดรธานี')"
3571,"('ปากชม', 'เลย')","('นายูง', 'อุดรธานี')"
3572,"('ปากชม', 'เลย')","('สังคม', 'หนองคาย')"
3573,"('ปากชม', 'เลย')","('เมืองเลย', 'เลย')"
3574,"('ปากชม', 'เลย')","('นาด้วง', 'เลย')"
3575,"('ปากชม', 'เลย')","('เชียงคาน', 'เลย')"
3576,"('ด่านซ้าย', 'เลย')","('นครไทย', 'พิษณุโลก')"
3577,"('ด่านซ้าย', 'เลย')","('หล่มเก่า', 'เพชรบูรณ์')"
3578,"('ด่านซ้าย', 'เลย')","('เขาค้อ', 'เพชรบูรณ์')"
3579,"('ด่านซ้าย', 'เลย')","('นาแห้ว', 'เลย')"
3580,"('ด่านซ้าย', 'เลย')","('ภูเรือ', 'เลย')"
3581,"('ด่านซ้าย', 'เลย')","('ท่าลี่', 'เลย')"
